latitude,longitude,attacktype1,nwk
-0.064988,29.510771,2,13
-0.082397,40.094175,2,9
-0.091702,34.767957,1,2
-0.100689,41.908362,3,0
-0.167739,35.860619,3,0
-0.167739,35.860619,3,0
-0.2004,-75.771433,6,0
-0.357568,42.547725,3,1
-0.357568,42.547725,3,5
-0.357568,42.547725,9,0
-0.358056,42.545278,9,3
-0.358169,42.548747,1,44
-0.358427,42.548747,3,0
-0.358512,42.548919,2,1
-0.359285,42.544899,3,7
-0.360278,42.54778,2,0
-0.360278,42.54778,3,6
-0.360278,42.54778,3,0
-0.360278,42.548778,1,0
-0.360278,42.548778,1,0
-0.360278,42.548778,1,0
-0.360278,42.548778,1,0
-0.360278,42.548778,2,16
-0.360278,42.548778,2,5
-0.360278,42.548778,2,1
-0.360278,42.548778,2,2
-0.360278,42.548778,2,0
-0.360278,42.548778,2,0
-0.360278,42.548778,2,1
-0.360278,42.548778,3,1
-0.360278,42.548778,3,0
-0.360278,42.548778,3,7
-0.360278,42.548778,3,0
-0.360278,42.548778,3,5
-0.360278,42.548778,3,16
-0.360278,42.548778,3,0
-0.360278,42.548778,3,4
-0.360278,42.548778,3,0
-0.360278,42.548778,3,6
-0.360278,42.548778,3,0
-0.360278,42.548778,3,0
-0.360278,42.548778,3,0
-0.360278,42.548778,3,0
-0.360278,42.548778,3,0
-0.360278,42.548778,3,3
-0.360278,42.548778,3,1
-0.360278,42.548778,3,0
-0.360278,42.548778,3,0
-0.360278,42.548778,3,0
-0.360278,42.548778,3,0
-0.360278,42.548778,3,2
-0.360278,42.548778,3,0
-0.360278,42.548778,3,0
-0.360278,42.548778,9,6
-0.360283,42.548778,3,4
-0.360315,42.545044,2,2
-0.360401,42.548404,1,1
-0.360488,42.548747,9,0
-0.360726,42.548103,3,2
-0.361259,42.548232,3,5
-0.374819,42.461409,3,0
-0.374819,42.461409,9,4
-0.389333,42.4475,2,0
-0.389333,42.4475,3,2
-0.433333,40.246111,2,2
-0.45198,39.64398,2,4
-0.45198,39.64398,3,6
-0.45301,39.644073,2,2
-0.453057,39.647587,7,0
-0.453229,39.646099,2,33
-0.453229,39.646099,2,4
-0.453229,39.646099,2,84
-0.453229,39.646099,2,2
-0.453229,39.646099,2,0
-0.453229,39.646099,2,8
-0.453229,39.646099,2,1
-0.453229,39.646099,2,2
-0.453229,39.646099,2,6
-0.453229,39.646099,2,4
-0.453229,39.646099,3,7
-0.453229,39.646099,3,0
-0.453229,39.646099,3,1
-0.453229,39.646099,3,0
-0.453229,39.646099,3,1
-0.453229,39.646099,7,0
-0.453233,39.645961,3,0
-0.453255,39.646136,2,2
-0.453255,39.646136,2,3
-0.453255,39.646136,2,3
-0.453255,39.646136,3,12
-0.453267,39.646039,2,18
-0.455694,39.640815,2,3
-0.459254,39.681097,3,9
-0.48592,40.321132,4,0
-0.620715,40.258942,2,2
-0.642687,29.03595,2,46
-0.724478,39.008318,2,5
-0.782752,41.418028,9,0
-0.791773,29.045993,2,16
-0.815556,120.176667,3,1
-0.844167,29.598611,2,11
-0.861453,134.062042,2,6
-0.896722,119.857299,2,0
-0.898583,119.850601,1,1
-0.898583,119.850601,2,5
-0.898583,119.850601,3,3
-0.898583,119.850601,7,0
-1.001944,41.661389,2,12
-1.011505,29.357049,2,0
-1.013779,36.905687,3,0
-1.131175,29.254875,9,160
-1.150226,36.955406,3,0
-1.165474,119.886186,2,7
-1.171804,41.307723,2,15
-1.171804,41.307723,3,0
-1.183333,40.783333,2,6
-1.185495,29.446786,6,0
-1.240591,36.88044,3,0
-1.266667,36.85,3,7
-1.266667,36.85,3,0
-1.266667,36.85,3,1
-1.266667,36.85,3,40
-1.267124,36.849697,3,3
-1.291831,36.825944,3,10
-1.292066,36.821946,3,18
-1.292066,36.821946,3,38
-1.292066,36.821946,3,7
-1.292066,36.821946,3,1
-1.292066,36.821946,3,8
-1.292066,36.821946,3,14
-1.292066,36.821946,3,2
-1.292066,36.821946,3,2
-1.292066,36.821946,5,273
-1.292085,36.821869,3,44
-1.292085,36.821869,3,3
-1.292085,36.821869,3,1
-1.292085,36.821869,3,40
-1.303999,29.590681,3,14
-1.3575,29.368889,2,0
-1.361147,36.659117,3,0
-1.384606,120.757265,3,1
-1.391922,120.766998,3,0
-1.393147,120.754749,1,0
-1.393147,120.754749,2,7
-1.393147,120.754749,2,3
-1.393147,120.754749,3,21
-1.393147,120.754749,3,5
-1.393147,120.754749,3,7
-1.393147,120.754749,3,1
-1.393147,120.754749,3,0
-1.393147,120.754749,3,9
-1.393147,120.754749,3,0
-1.393147,120.754749,3,0
-1.393147,120.754749,3,0
-1.393147,120.754749,3,0
-1.393147,120.754749,3,0
-1.393147,120.754749,3,0
-1.393147,120.754749,3,0
-1.402226,120.758315,2,6
-1.402226,120.758315,3,0
-1.40232,120.758233,1,0
-1.40232,120.758233,3,0
-1.40232,120.758233,3,3
-1.40232,120.758233,3,0
-1.40232,120.758233,3,0
-1.40232,120.758233,3,0
-1.40232,120.758233,7,0
-1.424192,120.66989,2,1.6666666666
-1.429674,28.074225,2,2
-1.456948,120.634468,2,1.6666666666
-1.467778,120.615833,2,1.6666666666
-1.479086,121.454854,3,0
-1.49,120.633333,2,1.6666666666
-1.49,120.633333,3,1
-1.500115,29.633463,3,6
-1.56969,127.453222,2,2
-1.571389,120.628611,2,1.6666666666
-1.583546,40.498903,6,12
-1.584919,120.654573,2,1.6666666666
-1.598303,39.450989,2,9
-1.64788,120.43861,3,2
-1.65778,29.220244,2,0
-1.658501,29.220455,2,1
-1.658501,29.220455,2,0
-1.658501,29.220455,3,0
-1.658554,29.220461,3,21
-1.659819,29.219415,3,5
-1.698647,29.371491,2,10
-1.763255,120.640908,3,82
-1.868727,138.743607,7,6
-1.893291,120.825798,3,0
-1.947981,30.05751,3,9
-1.950106,30.058769,3,18
-1.950106,30.058769,3,6
-1.950106,30.058769,3,35
-1.950106,30.058769,3,15
-1.950106,30.058769,3,9
-11.254017,-74.637381,2,10
-11.431789,-74.4848,2,1
-11.664677,27.479553,2,19
-11.664717,27.479547,2,3
-11.666022,27.479525,2,15
-11.717222,-72.945278,6,0
-12.08299,-72.92067,6,0
-12.28365,-74.873414,3,1
-12.286658,-74.874104,7,0
-12.414374,-73.900641,2,1
-12.5125,-73.857778,9,2
-12.622925,-73.087749,9,3
-12.647404,-73.048645,7,0
-12.677856,-72.622833,3,0
-12.728041,-73.947004,6,2
-12.728041,-73.947004,7,0
-12.86366,-72.69258,2,2
-13.002668,-73.513029,1,1
-15.062667,39.193373,6,1
-15.116701,39.266653,2,5
-16.433333,179.366667,6,0
-16.779911,179.33811,6,0
-16.79764,47.651581,7,0
-17.624167,177.452778,7,0
-17.862136,34.597132,2,0
-18.1416,178.4419,3,0
-18.1416,178.4419,6,24
-18.208333,32.8,2,1
-18.283333,32.05,2,1
-18.283333,32.05,6,0
-18.493268,34.423609,2,26
-18.685277,34.26477,2,9
-18.914872,47.531612,3,3
-18.914872,47.531612,3,0
-19.616667,34.75,2,7
-2.076093,29.7575,3,10
-2.116667,133.533333,7,0
-2.143056,120.728611,2,4
-2.203816,-79.897453,1,0
-2.203816,-79.897453,1,1
-2.515364,28.845079,1,1
-2.528781,140.713463,1,1
-2.528781,140.713463,2,1
-2.528781,140.713463,2,6
-2.528781,140.713463,2,2
-2.528781,140.713463,3,0
-2.530731,-44.306826,1,1
-2.533,140.717,8,2
-2.533333,112.95,9,8
-2.534382,140.709304,2,0
-2.534382,140.709304,2,6
-2.534382,140.709304,2,6
-2.534382,140.709304,2,4
-2.534382,140.709304,2,1
-2.534382,140.709304,2,2
-2.534382,140.709304,3,0
-2.541279,140.71373,2,1
-2.541653,140.706078,2,1
-2.662539,140.699787,2,4
-2.662539,140.699787,2,11
-2.694693,27.341538,2,35.66
-2.694693,27.341538,9,22.34
-2.794995,129.493398,3,0
-2.931855,29.424083,9,1
-20.17219,28.58116,7,0
-20.32727,33.885775,2,13
-20.327374,33.885775,2,4
-20.576852,33.836624,2,4
-20.576857,33.836645,2,6
-20.576907,33.835862,2,3
-20.57694,33.83583,2,11
-20.57694,33.83583,2,2
-20.57694,33.83583,7,5
-20.57694,33.83583,7,5
-20.873702,34.41834,2,7
-21.633455,-41.048953,1,1
-22.015407,-63.678247,2,2
-22.759087,-43.454762,1,1
-22.811926,-57.101319,2,2
-22.811926,-57.101319,3,1
-22.848195,-45.227283,3,0
-23.318849,-56.488096,3,4
-23.343832,-57.051071,3,3
-23.343832,-57.051071,6,0
-23.399128,-57.422943,1,1
-23.4,-57.43,2,3
-23.4,-57.43,9,0
-23.45868,-56.738212,6,6
-23.45954,-56.738399,1,1
-23.45954,-56.738399,2,1
-23.45954,-56.738399,2,8
-26.204103,28.047305,7,0
-26.823992,27.840381,7,0
-27.470933,153.023502,7,0
-27.661735,151.897583,3,0
-28.0291,153.431388,3,0
-28.316667,31.416667,1,1
-28.45411,26.796785,7,0
-28.747704,30.442531,1,3
-29.00527,29.87561,1,0
-29.040112,29.77079,2,3
-29.73936,30.981985,1,1
-29.73936,30.981985,1,2
-29.740055,30.981764,1,1
-29.91,30.885,2,3
-29.926419,30.984071,7,0
-3,120.2,3,7
-3,120.2,3,7
-3.011658,28.299435,2,20
-3.016831,130.332522,2,6
-3.025327,28.288994,2,3
-3.030812,28.29895,2,20
-3.100096,30.163019,2,5
-3.193543,29.306158,2,3
-3.219186,40.116891,2,7
-3.228271,130.131225,2,28
-3.296667,102.861667,3,1
-3.29669,129.527507,2,2
-3.30606,128.961589,3,0
-3.332054,128.366703,2,2
-3.333333,29.25,2,12
-3.34111,128.923529,3,0
-3.341638,128.352878,3,7
-3.341638,128.352878,9,50
-3.36338,36.687477,3,24
-3.365789,36.67445,3,63
-3.389506,127.980532,2,3
-3.3925,29.949444,3,20
-3.435,29.955,3,4
-3.560226,126.546719,2,3
-3.566108,128.321111,2,5
-3.615072,39.85445,8,1
-3.648426,128.16576,2,8
-3.648426,128.16576,3,3
-3.648426,128.16576,3,8
-3.648426,128.16576,3,0
-3.648426,128.16576,3,9
-3.648426,128.16576,3,19
-3.648426,128.16576,3,0
-3.648426,128.16576,3,62
-3.648426,128.16576,3,10
-3.648426,128.16576,3,21
-3.648426,128.16576,3,4
-3.648426,128.16576,3,0
-3.648426,128.16576,3,0
-3.648426,128.16576,3,10
-3.662747,128.167873,3,22
-3.662747,128.167873,3,13
-3.679433,128.2269,3,0
-3.684129,13.350319,3,7
-3.685745,128.189063,2,2
-3.688889,128.186389,2,12
-3.703457,138.207886,2,1
-3.707427,128.169958,3,0
-3.709348,137.975013,2,5
-3.721569,138.060511,2,15
-3.721569,138.060511,2,1
-3.763848,137.086333,2,4
-3.798243,137.783489,2,3
-3.816885,39.630857,9,1
-3.95,39.744444,1,5
-3.95024,39.744382,3,32
-30.721531,30.4636,1,2
-31.414637,23.94358,7,0
-31.416743,23.944377,7,0
-31.743357,115.764172,7,0
-31.743357,115.764172,7,0
-31.952854,115.857339,2,0
-33.46912,-70.641997,3,0
-33.46912,-70.641997,3,0
-33.724162,151.085374,2,0
-33.815128,151.003155,7,0
-33.922832,151.011897,3,0
-33.963864,18.502495,3,0
-33.974952,18.543348,3,0
-34.590556,-58.390556,3,0
-34.605279,-58.375866,1,0
-34.6105,-58.3976,2,2
-36.84846,174.763332,7,0
-37.813187,144.96298,8,0
-38.16402,-72.903185,7,0
-38.667719,-72.224441,2,2
-38.948921,-72.331113,7,1
-38.9573,-72.626929,7,0
-4.003709,39.600508,2,8
-4.02258,39.68801,2,15
-4.024563,39.705227,7,3
-4.027289,138.806534,7,0
-4.043477,39.668206,1,5
-4.043477,39.668206,1,1
-4.043856,39.665701,3,2
-4.055117,137.100807,2,1
-4.058856,39.237762,2,1
-4.061707,39.664285,2,4
-4.083611,137.184722,2,6
-4.083611,137.184722,2,2
-4.085682,137.189044,2,3
-4.092902,39.661445,3,16
-4.092902,39.661445,3,0
-4.092903,39.661578,7,0
-4.096378,138.9514,2,3
-4.096378,138.9514,2,0
-4.09989,137.163391,2,2
-4.1266,39.626455,1,3
-4.266966,137.0472,2,1
-4.289796,39.567371,2,1
-4.330066,136.91186,2,0
-4.330958,15.325786,2,33
-4.330958,15.325786,5,8
-4.467386,138.350384,2,6
-4.548563,136.890763,2,2
-4.55013,136.889096,2,13
-4.55013,136.889096,2,1
-4.55013,136.889096,2,0
-4.55013,136.889096,2,5
-4.55013,136.889096,2,2
-4.55013,136.889096,2,2
-4.551947,136.885009,2,1
-4.551947,136.885009,2,0
-4.722688,136.4922,2,0
-4.775278,136.558611,2,0
-41.133472,-71.310278,7,0
-41.28646,174.776236,3,0
-41.28646,174.776236,7,0
-41.28646,174.776236,8,0
-41.28646,174.776236,8,0
-41.28646,174.776236,8,0
-41.28646,174.776236,8,0
-5.133331,119.416667,7,0
-5.133333,119.416667,1,0
-5.133333,119.416667,3,0
-5.133333,119.416667,3,14
-5.133333,119.416667,7,0
-5.133333,119.416667,7,0
-5.380227,-78.698601,2,5
-5.403175,105.201975,7,0
-5.42857,105.273609,7,0
-5.492729,143.7241,3,0
-6.127153,143.420306,5,0
-6.133333,39.266667,7,0
-6.13573,39.36212,2,1
-6.162316,39.191137,8,2
-6.164961,39.202902,8,1
-6.170593,106.757476,3,1
-6.178306,106.631889,3,0
-6.205408,106.84262,1,1
-6.208821,106.846046,1,23
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,3,42
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,3,1
-6.208821,106.846046,3,30
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,3,59
-6.208821,106.846046,3,6
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,3,1
-6.208821,106.846046,3,4
-6.208821,106.846046,3,8
-6.208821,106.846046,3,1
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,3,6
-6.208821,106.846046,3,0
-6.208821,106.846046,3,164
-6.208821,106.846046,3,0
-6.208821,106.846046,3,192
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,3,61
-6.208821,106.846046,3,4
-6.208821,106.846046,3,0
-6.208821,106.846046,3,0
-6.208821,106.846046,7,2
-6.208821,106.846046,7,0
-6.209167,106.826667,3,4
-6.241586,107.148056,3,0
-6.243975,106.800056,3,2
-6.245297,106.671231,2,3
-6.268991,106.806039,7,0
-6.307706,106.717567,2,1
-6.319618,106.756077,1,0
-6.569032,107.75753,2,4
-6.59879,106.799755,3,0
-6.715073,108.563747,3,30
-6.767239,106.788769,3,0
-6.838573,39.219382,2,0
-6.908704,107.610683,3,6
-6.908704,107.610683,3,2
-6.92405,106.922203,3,9.5
-6.966301,110.416321,3,0
-6.966667,110.416667,3,3
-7.025867,107.516899,8,1
-7.168333,106.666389,3,19.5
-7.289166,112.734398,3,2
-7.319563,108.214588,2,2
-7.327954,108.214104,3,0
-7.464444,112.686389,3,6
-7.472222,112.433611,3,27
-7.506812,108.569412,3,0
-7.566667,110.816667,3,23
-7.566667,110.816667,3,0
-7.566971,110.818111,2,2
-7.566971,110.818111,3,2
-7.797224,110.368797,3,1
-7.797224,110.368797,7,0
-8.496041,140.394553,6,0
-8.558458,125.578151,3,0
-8.558458,125.578151,6,3
-8.650874,116.324868,3,0
-8.656378,115.221806,3,0
-8.722791,115.17229,3,502
-8.722791,115.17229,3,62.5
-8.766667,160.7,1,1
-8.790422,115.159278,3,62.5
-8.80954,125.1585,2,6
-8.8575,126.364722,1,1
-8.872778,125.18,3,0
-8.925,125.375833,2,4
-8.930556,125.396667,7,0
-8.971451,125.042999,3,1
-9.104512,124.897553,2,3
-9.446667,124.478056,2,3
-9.492408,124.955521,9,11
-9.584336,160.155603,1,1
-9.584336,160.155603,4,0
0.003176,40.374792,3,0
0.004622,40.376192,3,2
0.028903,42.288622,9,16
0.048889,42.429722,2,6.5
0.050659,29.687597,2,2
0.054258,40.308375,3,0
0.054258,40.308375,3,0
0.054258,40.308375,3,5
0.055195,40.307974,3,4
0.103662,40.310637,2,2
0.109637,40.315064,3,0
0.110035,40.309474,3,1
0.110207,40.314146,2,6
0.110378,40.312607,1,1
0.110426,40.313968,2,7
0.110426,40.313968,3,0
0.110426,40.313968,3,5
0.110464,40.31612,2,1
0.110464,40.31612,2,3
0.115955,40.315163,3,3
0.115955,40.315163,6,4
0.12459,117.48625,3,0
0.180309,41.603088,2,8
0.188579,40.284526,3,9
0.18913,40.283331,2,2
0.18913,40.283331,3,4
0.18913,40.283331,3,6
0.191444,40.287799,3,0
0.215065,40.641983,2,1
0.224021,41.601181,2,19
0.224021,41.601181,2,2
0.224021,41.601181,2,0
0.224021,41.601181,3,0
0.24702,41.741887,9,0
0.281867,-76.930397,3,2
0.290556,41.712778,9,0
0.303728,41.436256,3,4
0.320082,41.748206,2,0
0.320082,41.748206,2,7
0.320082,41.748206,3,23
0.320082,41.748206,9,0
0.320218,41.748319,2,6.5
0.325732,-76.878675,3,15
0.350963,40.872669,2,11
0.352,40.872,2,3
0.352,40.872,6,6
0.352934,40.871408,2,4
0.377139,36.788443,6,0
0.410556,41.009723,3,2
0.411297,41.008894,2,16
0.425278,-76.905278,2,2
0.435826,-75.527653,9,1
0.435951,-75.52767,3,2
0.435951,-75.52767,3,0
0.488445,29.458843,6,0
0.490287,29.469831,6,0
0.497412,-76.492367,7,0
0.4997,-76.500404,3,2
0.501931,-76.497517,9,0
0.515119,42.07264,9,30
0.515556,42.073333,2,9
0.515556,42.073333,2,0
0.515556,42.073333,2,0
0.515556,42.073333,9,4
0.516667,-76.5,3,8
0.529675,-76.850441,3,1
0.533333,101.45,3,13
0.533333,101.45,3,6
0.594324,34.552985,9,50
0.617239,29.907868,6,56
0.663285,-76.870705,6,0
0.666111,-76.870833,3,0
0.666111,-76.870833,7,0
0.667404,-76.872926,3,0
0.671342,41.832576,6,0
0.695675,34.464978,2,0
0.697185,29.522309,2,3
0.732717,39.172339,6,0
0.781083,127.38132,1,0
0.781083,127.38132,3,0
0.783333,127.366667,2,12.6666666667
0.869892,-73.841906,2,2
0.869892,-73.841906,6,4
0.882194,-77.5062,3,0
1.01908,35.002305,6,1
1.029444,-76.616389,2,1
1.045626,104.030454,3,0
1.052069,-76.631163,2,5
1.053255,104.030685,3,25
1.053889,99.730278,7,0
1.065612,-76.315949,6,0
1.065854,-76.317414,3,0
1.08722,-77.62245,3,7
1.100127,-75.400047,3,8
1.10091,-75.40091,2,3
1.116195,44.031816,2,2
1.116195,44.031816,6,0
1.202106,-76.916983,2,8
1.211933,-77.982468,3,7
1.246,-78.11531,2,11
1.283333,-77.466667,3,6
1.29606,-75.755333,9,8
1.336992,-71.952474,2,29
1.336992,-71.952474,7,0
1.337977,-77.591224,3,20
1.35,-77.6,3,0
1.359962,29.057461,9,87
1.406396,-75.453903,2,7
1.434603,-78.448545,3,0
1.491701,124.842843,3,0
1.491701,124.842843,3,0
1.513648,-78.677878,3,11
1.586089,-78.663664,3,5
1.58855,42.459645,2,1
1.628118,-77.459456,2,6
1.636047,40.308863,2,6
1.642231,-77.816391,6,1
1.65583,-78.1653,3,6
1.7,44.6833,3,0
1.7,44.6833,3,4
1.704518,44.691181,9,0
1.714803,44.77,3,3
1.714833,44.77,1,4
1.714833,44.77,2,1
1.714833,44.77,2,1
1.714833,44.77,3,0
1.714833,44.77,3,3
1.71594,44.7716,1,1
1.71594,44.77166,3,2
1.7167,44.770131,3,14
1.722171,44.769288,2,1
1.748271,40.058114,2,1
1.748443,40.058357,3,4
1.748839,40.058633,3,3
1.748839,40.058633,3,4
1.748839,40.058633,3,4
1.748839,40.058633,3,1
1.748839,40.058633,3,4
1.748839,40.058633,3,0
1.748839,40.058633,3,18
1.749422,40.05913,3,5
1.75,44.583333,2,2
1.75,44.75,9,0
1.757806,44.524398,4,3
1.781386,44.719677,3,0
1.789236,44.528911,2,2
1.79,44.53,2,3
1.801428,-77.168663,6,0
1.803799,-77.168663,6,0
1.806567,-78.76485,3,79
1.806667,-78.764722,3,1
1.806667,-78.764722,3,2
1.806667,-78.764722,3,12
1.807209,-78.769583,3,0
1.807766,44.694179,2,3
1.807766,44.694179,3,3
1.807852,44.694136,2,3
1.807981,-78.768396,3,0
1.808324,44.694389,3,0
1.808324,44.694389,3,16
1.809844,-78.764763,3,0
1.809844,-78.764763,3,3
1.813128,-78.754227,3,0
1.820559,-75.885346,2,3
1.849593,44.332555,2,1
1.854722,44.628333,3,0
1.854992,44.813004,3,1
1.855555,44.293141,2,1
1.876646,44.247902,1,5
1.876646,44.247902,3,5
1.876646,44.247902,3,6
1.876646,44.247902,3,0
1.876646,44.247902,6,1
1.876646,44.247902,9,0
1.876646,44.247902,9,0
1.878326,44.241085,1,0
1.883816,44.268551,3,0
1.91417,-75.145,3,3
1.977247,73.536103,5,2
1.979591,44.832605,9,14
10.010366,77.476812,3,1
10.030048,123.231727,2,1
10.105542,7.904139,2,1
10.106064,11.109513,2,2
10.12225,9.481139,2,1
10.158959,8.133856,3,1
10.17425,118.871331,3,0
10.179274,-61.64929,2,0
10.246409,11.161736,2,1
10.26622,7.113044,2,14
10.266403,13.264611,2,6
10.266667,13.266667,2,20
10.266667,13.266667,2,1
10.266667,13.266667,2,5
10.266667,13.266667,2,3
10.266667,13.266667,2,6
10.266667,13.266667,2,25
10.266667,13.266667,3,0
10.266667,13.266667,3,20
10.266667,13.266667,3,2
10.266667,13.266667,9,4
10.266718,13.266615,2,10
10.266759,13.284566,7,1
10.269908,11.166559,1,1
10.282356,11.174754,3,12
10.2824,11.17479,1,1
10.2824,11.17479,2,11
10.2824,11.17479,2,16
10.2824,11.17479,2,3
10.2824,11.17479,2,0
10.2824,11.17479,2,2
10.2824,11.17479,2,3
10.2824,11.17479,2,12
10.2824,11.17479,3,0
10.2824,11.17479,3,0
10.2824,11.17479,3,0
10.2824,11.17479,3,0
10.2824,11.17479,6,0
10.28266,11.174785,2,3
10.283333,9.783333,3,16
10.283333,9.783333,3,0
10.287221,11.167892,1,1
10.3,29.983333,2,0
10.306418,119.255836,2,2
10.308963,9.844912,3,0
10.309264,9.845023,3,0
10.30982,9.845172,3,0
10.30982,9.845172,3,9
10.30982,9.845172,3,11
10.30982,9.845172,3,51
10.30982,9.845172,3,2
10.30982,9.845172,6,1
10.314244,9.843206,3,1
10.315699,123.885437,1,2
10.319474,123.019802,2,18
10.324286,7.6833,2,4
10.3725,123.123611,7,0
10.383319,77.988854,1,1
10.38531,8.573466,2,10
10.387337,-75.519663,3,0
10.393822,47.763756,6,1
10.4,6.616667,2,1
10.439313,9.822798,2,3
10.455957,12.395637,2,12
10.464831,23.294654,9,22
10.473523,-84.016742,1,1
10.478341,23.307334,2,20
10.485119,12.42822,2,4
10.49241,124.741302,3,0
10.506041,7.432823,2,2
10.51164,7.425968,3,4
10.51518,7.433712,3,0
10.516601,7.433333,3,0
10.516667,7.433333,1,0
10.516667,7.433333,2,1
10.516667,7.433333,2,1
10.516667,7.433333,2,1
10.516667,7.433333,2,3
10.516667,7.433333,3,0
10.516667,7.433333,3,3
10.516667,7.433333,3,52
10.516667,7.433333,3,29
10.516667,7.433333,3,0
10.516667,7.433333,3,2
10.516667,7.433333,3,103
10.51684,7.433304,2,2
10.51684,7.433304,3,1
10.51684,7.433304,3,1
10.51684,7.433304,3,3
10.51684,7.433304,3,0
10.526863,7.464593,2,1
10.529722,7.379167,2,1
10.5726,12.15829,2,19
10.5765,7.450348,2,5
10.601242,104.236682,2,2
10.607992,123.885775,1,2
10.611007,12.194982,7,0
10.6111,12.195,2,10
10.6111,12.195,2,1
10.6111,12.195,2,4
10.6111,12.195,2,2
10.611344,12.194896,7,0
10.637109,10.08073,2,1
10.637109,10.08073,2,5
10.637109,10.08073,3,0
10.637109,10.08073,3,1
10.648243,-61.198443,7,0
10.649982,122.233303,2,1
10.651836,122.233357,3,0
10.653802,11.085038,2,5
10.654797,12.907004,3,2
10.657376,12.906142,9,2
10.664151,122.993317,1,0
10.666301,6.534069,2,3
10.666667,-61.516667,3,14
10.666667,-61.516667,3,0
10.667651,6.533296,2,6
10.676803,35.334349,3,4
10.679504,119.570503,5,0
10.686149,13.269597,2,4.34
10.688703,79.848931,3,0
10.722177,122.268599,2,0
10.725533,122.55248,1,1
10.727466,122.557525,2,1
10.73291,122.53176,2,1
10.743259,11.689053,7,0
10.74627,13.415248,3,6
10.747054,121.942306,3,0
10.750499,13.215161,2,4.34
10.750793,122.565555,3,0
10.783333,122.3,3,6
10.798884,26.485084,2,3
10.800305,29.85,2,22.75
10.800305,29.85,3,22.75
10.801944,13.578889,2,11
10.804628,13.459847,2,3
10.816635,7.566661,3,43
10.817626,119.499057,3,1
10.840278,123.499167,2,4
10.84888,11.43225,3,0
10.850516,76.271083,3,0
10.854444,11.431944,1,1
10.86583,12.84702,2,10
10.868252,13.250991,2,4.33
10.869664,12.848608,2,15
10.869664,12.848608,3,0
10.869664,12.848608,7,0
10.88333,13.31667,2,4.33
10.885618,11.51486,2,3
10.885618,11.51486,3,2
10.886003,13.630308,7,0
10.891721,13.640285,2,11
10.897831,11.608189,2,1
10.9,29.9,3,22.75
10.916619,124.699994,2,3
10.934722,123.118056,3,0
10.95739,76.971507,7,0
10.9833,49.1667,2,9
10.9833,49.1667,3,10
10.983832,13.350346,2,4.33
10.989054,76.84127,2,0
10.999292,10.410744,2,4
10.99967,10.408503,2,4
11.000639,-72.756321,2,3
11.00346,13.94109,6,0
11.007421,29.716274,3,6
11.009443,29.708748,3,3
11.010791,29.715601,3,12
11.016663,29.716667,3,22.75
11.016667,29.716667,3,29
11.016667,29.716667,3,1
11.016667,29.716667,3,10
11.016667,29.716667,3,3
11.016667,29.716667,9,70
11.03526,76.995034,7,0
11.03537,-72.661686,3,0
11.05083,7.711051,2,3
11.07313,13.711096,2,0
11.08015,13.700253,2,0
11.08192,7.715956,2,3
11.08192,7.715956,3,102
11.08192,7.715956,3,3
11.08192,7.715956,6,2
11.085621,13.694115,7,4
11.08666,13.692019,9,13.33
11.087281,76.939387,7,0
11.088894,13.68955,2,2
11.089302,13.688694,2,2
11.089722,13.688376,2,9
11.089722,13.688376,2,1
11.089722,13.688376,2,12
11.089722,13.688376,2,4.33
11.089722,13.688376,6,2
11.089722,13.688376,7,4
11.095597,33.707926,2,4
11.09983,-72.53402,3,0
11.100556,124.685833,2,0
11.105474,13.673832,2,0
11.148761,105.829697,2,1
11.153746,13.728327,2,30
11.156424,12.757609,2,7.34
11.157503,12.762843,2,9
11.15782,12.76046,1,1
11.15782,12.76046,2,18
11.15782,12.76046,2,0
11.15782,12.76046,2,3.66
11.15782,12.76046,2,0
11.15782,12.76046,2,20
11.15782,12.76046,2,12
11.1597,-72.5856,3,0
11.166667,26.5,6,47
11.187278,124.782207,2,5
11.188,124.782,2,2
11.198331,29.417752,9,20
11.199019,29.417932,6,1
11.209709,119.462254,3,1.5
11.210278,13.793333,9,13.34
11.212292,99.51344,2,0
11.227,122.925,2,3
11.246031,75.95365,1,1
11.25,8.4,2,6
11.25,8.4,7,3
11.250852,-60.576499,2,0
11.258753,75.78041,3,0
11.266667,122.533333,2,1
11.268889,11.996944,2,3
11.268889,11.996944,7,0
11.26889,11.99694,2,0
11.276667,25.141667,2,4
11.279595,49.183018,2,5
11.279595,49.183018,3,0
11.283333,7.8,3,1
11.283333,49.183333,2,2
11.283333,49.183333,2,9
11.283333,49.183333,2,1
11.283333,49.183333,3,47
11.283333,49.183333,7,0
11.283333,49.183333,9,0
11.283333,49.183333,9,0
11.286389,51.076944,1,1
11.287643,11.307799,2,2
11.287643,11.307799,3,0
11.298659,13.672606,6,8
