doa,lag_seconds,GoogleLat,GoogleLng,
0,125,34.32425,-83.75493,
7,0,31.5749,-81.96042,
0,34,32.60157,-83.61223,
7,0,34.05678,-83.97661,
7,0,33.63194,-84.40325,
7,0,33.87642,-84.10797,
7,0,32.88872,-83.65173,
0,5955,33.72257,-84.46246,
0,27388,34.03141,-83.24013,
0,18451,33.51397,-84.49914,
0,150,33.92523,-84.17407,
0,16468,32.45438,-83.70804,
7,0,31.61059,-84.29121,
0,68,34.27131,-83.84071,
7,0,33.99844,-84.336,
0,295,33.06393,-84.16893,
0,18410,31.18086,-83.79456,
0,180,32.00411,-81.12003,
7,0,32.00411,-81.12003,
7,0,32.00411,-81.12003,
0,4335,31.99003,-81.08218,
0,12848,33.8036,-85.17664,
7,0,33.81037,-84.28878,
0,170,34.29197,-85.238,
0,717,34.24874,-84.05827,
7,0,32.21841,-82.40482,
0,38,34.00969,-84.56801,
0,42,31.9916,-81.25501,
7,0,32.86131,-83.64866,
7,0,34.25536,-84.80891,
0,88,34.4666,-84.39937,
0,57,34.62488,-83.80587,
7,0,31.58198,-81.85478,
0,154,33.43391,-82.03432,
0,45,33.43391,-82.03432,
0,7601,33.69094,-85.09923,
7,0,34.942,-85.49469,
0,25058,34.00106,-84.04989,
7,0,31.71637,-83.63899,
7,0,33.79251,-84.28719,
7,0,33.72625,-84.50269,
7,0,30.65053,-83.3169,
7,0,32.56791,-82.39767,
0,3698,33.92286,-84.49206,
0,39,33.92249,-84.50516,
7,0,33.62019,-84.46253,
7,0,31.23184,-81.5119,
7,0,31.23184,-81.5119,
0,33,33.92321,-84.11389,
7,0,32.02767,-82.43912,
7,0,33.5086,-83.22715,
7,0,33.5086,-83.22715,
7,0,34.80098,-83.42404,
7,0,32.92908,-82.87851,
7,0,33.70319,-84.154,
7,0,33.21101,-84.58032,
7,0,31.25212,-84.35032,
7,0,34.51408,-84.54401,
7,0,33.61779,-84.35703,
7,0,34.07288,-83.84152,
7,0,30.93215,-81.68647,
0,2692,33.9405,-83.47298,
7,0,33.50161,-82.35841,
7,0,33.50161,-82.35841,
7,0,31.5793,-84.19754,
7,0,33.58694,-83.16799,
0,64,33.5806,-83.72825,
0,189,30.91608,-84.53509,
7,0,32.08656,-83.76374,
7,0,31.37464,-82.1522,
7,0,33.9663,-83.37316,
0,170,31.53646,-82.92004,
7,0,32.30575,-81.33377,
7,0,32.30575,-81.33377,
0,1033,34.4744,-84.96473,
0,2065,34.35976,-84.48697,
7,7,31.60585,-84.19,
7,0,33.75097,-84.56269,
0,139,32.52399,-84.92888,
7,0,32.99312,-83.84732,
0,48,34.44478,-83.98819,
7,0,33.4763,-83.43197,
0,13761,32.78831,-83.6588,
0,105,33.73794,-82.73265,
7,0,33.73809,-84.26042,
7,0,34.05037,-84.26839,
7,0,34.44739,-83.12064,
7,0,33.52402,-84.24497,
7,0,34.22795,-83.50326,
0,7076,32.51961,-84.95244,
7,0,32.39392,-84.54226,
7,0,31.58831,-82.22865,
0,42,33.67559,-84.37028,
0,71,34.65414,-84.49964,
7,0,34.03211,-83.91762,
7,0,34.42728,-84.22631,
7,0,31.55082,-84.12749,
7,0,34.24273,-83.89934,
7,12,31.59025,-82.31307,
7,0,33.96877,-84.25572,
7,0,31.02572,-83.17843,
7,0,31.02572,-83.17843,
7,0,33.81225,-84.73548,
7,0,34.40386,-83.48611,
7,0,34.9355,-84.37412,
0,39,33.48938,-82.25205,
0,197,33.6457,-84.52906,
7,0,33.6457,-84.52906,
7,0,33.99956,-84.06027,
8,10,33.60446,-83.66903,
7,1,33.89643,-83.46131,
7,0,33.46509,-84.96716,
0,35,34.84829,-84.80169,
7,0,33.49967,-82.00008,
7,0,33.49967,-82.00008,
7,0,34.58757,-85.36209,
7,0,34.58757,-85.36209,
0,602,33.77109,-84.35946,
0,47,33.77109,-84.35946,
7,0,32.65882,-82.42752,
7,0,33.19205,-84.3488,
0,25,33.37528,-82.07288,
0,95,34.00982,-85.27407,
0,278,33.44891,-82.08204,
0,2453,33.95457,-84.12551,
7,0,33.62473,-84.31088,
0,91,34.17578,-83.89226,
7,0,33.92566,-84.0627,
7,0,33.92566,-84.0627,
0,91,33.9518,-84.1015,
7,0,33.05337,-84.7478,
7,0,33.85369,-83.8777,
7,0,33.88688,-84.26622,
7,0,33.44513,-85.08018,
7,0,33.69719,-84.40799,
7,0,32.34599,-81.64399,
7,0,32.24865,-83.74415,
7,0,32.24865,-83.74415,
7,0,34.44681,-83.1222,
7,0,34.14384,-83.43539,
7,0,34.14384,-83.43539,
7,0,33.16557,-84.45907,
7,0,34.24578,-83.73093,
7,0,32.44208,-84.937,
0,1140,33.50484,-82.08294,
7,0,31.33435,-81.77653,
7,0,33.93253,-83.96405,
7,0,33.93253,-83.96405,
0,130,33.47869,-84.21641,
0,45,33.38072,-82.1094,
7,0,33.9388,-84.81932,
7,0,33.9388,-84.81932,
7,0,33.18478,-83.41383,
7,0,32.24739,-82.32559,
0,206,33.12066,-84.00407,
7,0,34.33157,-83.89494,
0,1058,30.9022,-83.26595,
7,0,30.9022,-83.26595,
7,0,33.58175,-83.48419,
7,0,33.99612,-83.44056,
0,1050,34.08671,-84.02472,
0,1524,34.26006,-83.7657,
0,43,33.32733,-82.01093,
7,0,30.84308,-83.33016,
7,0,30.84308,-83.33016,
7,0,30.84308,-83.33016,
7,0,34.34631,-83.31857,
0,39,33.91075,-84.2162,
7,0,34.58172,-84.9522,
7,0,33.64014,-84.39835,
0,56,33.94111,-84.12003,
7,0,34.51337,-83.37418,
7,0,33.39582,-84.35773,
7,0,34.08152,-84.6285,
7,0,33.57644,-84.39362,
7,0,33.57644,-84.39362,
7,0,34.30553,-84.01644,
7,0,33.9469,-84.14069,
7,0,34.06794,-84.01343,
7,0,33.93219,-84.2225,
0,1806,33.91027,-84.13687,
7,0,32.91804,-83.71987,
0,554,32.82458,-83.71494,
7,0,31.59501,-84.06495,
0,26666,33.61494,-84.49748,
0,186,32.594,-83.60387,
7,0,33.56978,-84.32708,
7,0,33.56978,-84.32708,
7,0,34.1476,-84.83119,
7,0,33.68514,-84.20969,
0,45,31.99421,-81.25774,
7,0,34.85563,-85.05167,
7,0,32.53615,-83.60495,
0,4950,33.45252,-82.05493,
0,12633,34.20579,-85.03845,
0,51,33.81475,-84.26923,
0,970,33.79918,-84.36771,
7,0,31.93507,-81.33323,
7,0,33.89201,-83.81016,
0,5779,33.92616,-84.5419,
0,163,34.4678,-83.5996,
7,1440,32.04194,-81.1915,
0,1569,33.44864,-84.48553,
7,0,31.26342,-81.62798,
7,0,34.92993,-85.395,
7,0,33.75556,-84.38225,
7,0,32.5169,-83.59811,
7,9,32.33043,-84.09405,
7,543,33.73882,-84.73812,
7,0,32.84741,-83.62681,
0,620,34.68554,-83.89704,
0,50,33.73971,-84.32192,
7,0,33.94229,-83.33095,
7,0,33.94229,-83.33095,
0,31130,33.68849,-84.39033,
0,56,34.00834,-84.33398,
8,45,33.61058,-84.07616,
7,0,33.77872,-84.57728,
0,2871,33.77872,-84.57728,
7,0,33.43132,-82.06916,
0,225,33.7854,-84.24591,
7,0,32.51991,-84.93398,
0,42,32.51991,-84.93398,
0,70,33.28963,-84.10968,
7,0,31.45616,-81.70415,
7,0,33.72357,-84.1496,
7,0,30.86443,-84.29348,
7,0,30.86443,-84.29348,
7,0,30.86443,-84.29348,
7,0,32.99048,-85.02946,
7,0,33.63453,-84.49096,
7,0,33.63453,-84.49096,
7,0,34.70088,-84.96811,
0,9747,32.007,-81.11606,
7,0,32.61833,-83.65532,
7,0,32.63171,-83.99225,
7,0,33.59529,-85.07941,
0,2886,33.53558,-84.33251,
0,52,34.2258,-84.47981,
0,160,33.82232,-84.13511,
0,1299,34.16185,-84.11876,
0,71,33.7106,-84.59103,
7,0,33.31646,-83.39291,
0,12828,33.07878,-82.00752,
0,100,33.64989,-84.1872,
7,0,32.88634,-83.77455,
7,0,32.88634,-83.77455,
0,10323,33.77539,-84.4956,
0,21682,33.7378,-84.43545,
0,1373,32.04415,-81.19958,
7,0,33.82381,-84.23653,
7,0,33.82381,-84.23653,
0,37,31.20928,-82.33905,
7,0,33.90132,-84.2442,
7,0,32.71082,-83.94259,
7,0,32.59003,-83.6861,
7,0,34.61627,-83.52548,
0,10907,31.44659,-83.50564,
0,41211,30.97332,-83.52814,
0,21827,33.91069,-84.55806,
0,31453,31.08642,-84.18068,
7,0,31.89686,-81.3734,
7,0,33.88951,-83.13616,
7,0,33.86852,-84.47771,
0,59,30.94979,-84.0332,
7,0,32.04292,-81.2115,
0,58,32.72461,-83.65923,
0,167,30.8964,-84.57858,
0,774,34.25007,-84.18717,
0,602,34.48598,-84.94435,
7,0,33.56736,-84.01575,
7,0,34.777,-85.14891,
0,6750,33.37671,-84.73513,
0,12727,33.47581,-84.33753,
7,0,33.69984,-84.69995,
0,14052,33.13619,-85.00627,
7,0,33.46448,-82.51661,
0,30,33.85309,-84.66908,
7,0,31.56334,-81.98426,
7,0,34.21483,-83.88201,
7,0,33.55138,-85.26375,
7,0,33.76284,-84.65088,
7,0,30.93638,-84.60783,
7,0,33.0406,-85.20008,
7,0,33.0406,-85.20008,
0,689,33.97368,-85.25825,
7,0,32.22091,-82.39976,
0,304,32.22091,-82.39976,
0,1706,33.9025,-84.70725,
7,0,31.20932,-82.40137,
7,0,34.21763,-83.92916,
7,0,32.36921,-82.59569,
0,130,33.95192,-84.57525,
0,33,34.9011,-84.00672,
7,0,33.96451,-83.31386,
0,1995,32.17079,-82.51947,
7,0,34.48059,-84.46722,
7,0,33.25543,-84.00681,
0,142,33.59407,-84.40786,
7,0,33.83561,-84.32762,
0,268,34.03181,-85.01393,
7,0,34.2791,-84.74364,
7,0,33.78773,-85.00049,
7,0,33.50194,-84.34357,
7,0,33.50194,-84.34357,
7,0,33.74016,-84.31408,
7,0,33.86486,-84.43174,
0,96,33.98608,-84.21177,
0,246,34.54392,-83.7569,
0,187,34.31173,-84.06541,
7,0,34.31173,-84.06541,
7,0,33.80111,-84.4755,
7,0,33.44896,-84.33497,
7,1,33.79153,-84.29855,
0,55,32.66492,-82.37709,
0,41,33.37028,-84.43369,
7,0,32.29427,-82.90761,
7,0,33.41017,-81.97825,
7,0,33.41017,-81.97825,
0,202,34.15449,-84.38317,
7,0,33.50411,-83.65473,
0,915,33.75147,-84.38537,
7,0,33.4761,-84.33356,
7,0,34.42097,-84.11671,
0,553,33.74136,-84.34916,
0,1530,33.94894,-84.13855,
0,60,33.24084,-84.36373,
0,1313,33.91522,-84.59001,
7,0,32.84385,-84.67588,
7,0,33.56249,-84.29409,
0,4714,31.98282,-81.13325,
7,0,32.08456,-81.12091,
7,0,33.80407,-84.48335,
7,0,32.93556,-83.57262,
7,0,33.60978,-84.17254,
7,0,33.42642,-84.23128,
7,0,33.92744,-84.49288,
7,0,33.9561,-84.41166,
7,0,32.86339,-83.61282,
7,0,33.50601,-84.23139,
0,1876,31.22577,-81.47733,
7,0,31.0274,-81.77701,
0,36,33.89944,-84.56453,
7,0,31.7822,-82.62736,
0,68,33.22358,-83.05809,
0,2070,34.32602,-82.91291,
7,0,33.89475,-83.23306,
0,157,34.45966,-84.00272,
0,165,32.08303,-82.1214,
7,0,32.18363,-82.39875,
0,82,31.30846,-82.84959,
7,0,34.17028,-83.07941,
0,27,33.92258,-84.08086,
7,66,33.7161,-82.36114,
0,148,34.17983,-84.1531,
7,0,34.12967,-83.70047,
7,0,33.71712,-84.98424,
0,29961,33.71712,-84.98424,
7,0,33.71712,-84.98424,
7,14370,33.69723,-84.40457,
7,0,33.69723,-84.40457,
7,0,34.82609,-84.76832,
7,0,34.82609,-84.76832,
7,0,33.90552,-84.67422,
7,0,33.49611,-82.03052,
7,0,32.42013,-82.14109,
7,0,33.35777,-83.74942,
0,1018,33.9681,-84.02451,
7,0,33.06393,-84.16893,
7,0,33.06393,-84.16893,
7,0,34.47125,-83.83424,
0,1866,32.87191,-82.56967,
7,0,31.13764,-81.57481,
0,66,32.66418,-83.74496,
0,120,34.46657,-84.42027,
7,0,31.22294,-82.38515,
7,0,30.77869,-81.62288,
7,0,33.82083,-84.65854,
7,0,31.27393,-81.49078,
0,7622,33.99975,-83.79127,
7,0,33.99975,-83.79127,
7,0,32.01998,-84.66431,
7,0,34.69817,-84.82206,
7,0,33.80635,-84.18669,
0,8140,33.69662,-84.48548,
0,7280,33.77872,-84.4753,
7,0,33.53445,-84.00762,
7,0,33.13017,-85.18925,
7,0,31.15578,-83.44623,
7,0,33.60097,-84.41226,
0,1691,33.58877,-84.32189,
0,98,33.58877,-84.32189,
7,0,33.68843,-84.39994,
7,0,33.70857,-84.34961,
7,0,33.70857,-84.34961,
0,2138,34.02004,-84.52828,
7,0,33.36822,-82.03592,
7,0,33.36822,-82.03592,
0,60,33.70822,-84.44378,
0,31,32.47988,-84.89865,
7,0,33.95963,-83.66374,
7,0,31.98784,-80.85088,
7,0,33.5301,-82.28483,
7,0,33.77242,-84.60282,
7,0,33.30819,-84.28931,
0,69,34.00471,-84.75131,
7,14400,33.45915,-82.18552,
0,146,33.96364,-84.0792,
0,12685,33.79739,-84.39349,
7,0,32.82148,-83.72961,
7,0,34.80475,-85.05479,
7,0,30.84386,-83.28052,
7,0,32.69287,-83.62284,
0,37,33.14179,-83.30615,
0,980,33.98076,-83.97854,
7,0,32.00249,-81.08588,
7,0,32.8077,-83.72536,
7,0,33.2951,-81.95893,
7,0,32.03578,-81.13541,
7,0,33.72669,-84.32386,
0,317,32.86741,-83.69589,
0,812,30.84129,-83.27846,
0,715,34.42706,-83.64544,
7,0,33.30124,-83.85961,
7,0,34.87256,-85.50905,
0,164,33.40563,-81.9856,
7,0,33.80647,-83.77441,
0,16126,33.88644,-84.5833,
0,7229,33.4085,-84.51612,
0,42,34.34527,-85.17244,
0,1578,32.59319,-83.59122,
7,0,30.69751,-83.23113,
7,0,32.72071,-83.53159,
0,43,33.63007,-84.45145,
7,0,33.76488,-84.40374,
7,0,34.13056,-83.51259,
7,0,33.72937,-84.75382,
0,3437,33.72937,-84.75382,
7,0,33.54245,-84.4623,
0,327,33.45018,-82.53517,
7,0,34.96665,-83.36936,
7,6,31.51728,-81.43435,
7,0,31.54226,-81.44441,
7,0,31.54226,-81.44441,
7,0,33.58145,-83.4777,
7,0,32.48222,-82.59886,
0,7478,33.81539,-83.72896,
7,0,32.18553,-82.67192,
7,0,31.37549,-81.45459,
7,0,34.17695,-84.75992,
7,0,34.17695,-84.75992,
7,0,31.18584,-82.10451,
7,1440,34.02709,-84.41502,
0,34,33.89786,-84.00628,
7,0,34.04972,-84.02176,
7,0,33.02543,-83.74531,
7,0,33.26463,-81.95437,
0,1406,33.89397,-83.97979,
7,0,33.8093,-84.47213,
7,0,32.78232,-83.67623,
7,0,32.74097,-83.65529,
0,59,32.74097,-83.65529,
0,1987,32.05237,-81.09943,
0,408,33.54532,-84.40342,
0,46,32.41453,-81.76335,
0,252,33.54653,-83.19499,
7,0,34.46708,-85.35802,
7,0,30.90374,-84.55791,
7,0,33.74821,-84.28021,
0,988,33.74821,-84.28021,
0,87,32.00429,-81.11971,
7,0,33.55836,-84.262,
0,26,34.23792,-85.172,
7,0,34.23792,-85.172,
7,0,34.59383,-83.25157,
7,18,31.49731,-82.87276,
7,0,33.88557,-84.25121,
7,0,34.67746,-84.4786,
7,0,34.34762,-84.75879,
0,56,33.38104,-82.09152,
0,894,33.10423,-82.40843,
7,0,34.1719,-84.82878,
0,53,32.06962,-84.20649,
7,0,30.79712,-84.02532,
7,0,34.70291,-84.96298,
0,30,32.5653,-83.87727,
0,24,32.5653,-83.87727,
7,0,33.85964,-84.31012,
7,0,31.71832,-83.25151,
0,33,31.62187,-82.46244,
7,0,31.14622,-83.72988,
7,0,33.5658,-84.42483,
7,0,32.85106,-83.76102,
7,0,31.62281,-83.33611,
7,0,32.0876,-84.66786,
7,0,33.83508,-84.20194,
0,13177,31.6336,-84.16251,
0,1135,34.19416,-83.87044,
0,18149,33.33915,-83.32242,
7,0,33.33915,-83.32242,
7,0,34.39846,-84.01133,
0,80,34.39846,-84.01133,
7,0,34.39846,-84.01133,
7,0,33.40976,-83.37002,
7,0,33.54478,-83.2153,
7,0,33.37803,-84.91431,
0,62,33.07253,-83.25112,
7,0,33.74136,-84.40751,
7,0,31.17876,-83.0886,
0,44,31.16096,-83.54242,
0,1029,34.65954,-84.39355,
0,56,31.21729,-83.97147,
7,0,30.86779,-84.75123,
7,0,30.86779,-84.75123,
7,0,32.29454,-81.20971,
7,0,31.64834,-83.38265,
7,0,31.98154,-81.14856,
7,0,32.91912,-83.70914,
7,0,33.71054,-84.75208,
0,99,31.20979,-81.4891,
7,0,33.77511,-84.96412,
0,86,33.15727,-84.94196,
0,2983,33.34435,-83.71657,
7,0,31.16306,-81.4506,
7,0,31.16306,-81.4506,
0,6292,33.6165,-84.48159,
7,0,34.15173,-83.63911,
0,740,34.28913,-84.28059,
7,0,32.14241,-82.34636,
0,31007,34.42706,-83.64544,
0,959,30.81638,-83.26073,
0,24039,33.74704,-84.27891,
0,29919,33.74704,-84.27891,
0,171,31.54319,-82.4777,
7,2,30.95504,-83.24254,
0,4178,31.70676,-83.2416,
0,65,34.63506,-84.9509,
0,15040,32.66795,-84.88096,
0,352,34.51039,-83.54472,
0,43048,33.48671,-84.58163,
0,142,32.85973,-83.57949,
0,52,32.80598,-83.53811,
0,39139,33.07253,-83.25112,
0,2137,33.92606,-84.74789,
0,17564,33.58966,-83.87615,
0,6734,33.86099,-84.33957,
0,3008,32.54809,-83.59728,
0,45,34.02785,-83.33126,
0,2979,33.24459,-83.3607,
0,106,30.71588,-83.38414,
0,11013,33.59499,-84.42898,
0,24588,34.1965,-83.91164,
7,0,31.75043,-83.33365,
0,29028,34.58077,-83.33323,
0,17590,32.83794,-83.67676,
7,0,33.53566,-83.86991,
0,15198,33.92857,-84.56816,
0,133,34.25791,-85.16612,
0,567,34.46803,-84.42997,
7,0,32.31785,-84.51182,
7,0,32.31785,-84.51182,
0,115,32.10327,-81.32387,
7,0,33.58928,-84.47312,
0,42,30.93631,-83.00816,
0,12897,33.85041,-84.32039,
0,19108,32.28138,-81.22418,
0,101,33.78521,-84.4611,
0,63,33.83,-84.24851,
0,373,30.74519,-83.15671,
0,10379,32.5198,-84.89253,
7,0,34.02703,-84.3366,
0,121,32.8494,-83.67314,
7,0,30.90804,-84.55421,
0,2209,33.90002,-84.27764,
0,14901,34.00969,-85.04564,
0,5526,33.95405,-84.29509,
0,46,32.05099,-84.79911,
7,0,33.729,-84.32781,
0,11780,33.7383,-84.271,
7,0,34.96761,-85.43591,
7,0,33.86059,-84.33979,
0,5481,33.76374,-84.22168,
0,1783,33.76374,-84.22168,
7,0,33.70941,-84.2062,
7,0,30.87218,-83.41309,
0,47,33.9349,-84.2555,
7,0,33.73239,-84.21388,
7,0,33.91677,-84.27745,
0,14205,31.19784,-83.25646,
0,8143,33.86653,-84.30239,
0,6471,33.37309,-82.03192,
7,0,33.41239,-84.07996,
7,21,21.37772,-158.03424,
7,0,21.36159,-157.7358,
0,55,21.42247,-157.80548,
7,229,21.39679,-158.01023,
7,181,20.84553,-156.65468,
8,71,21.65119,-158.06509,
7,10,21.56968,-158.11292,
7,162,20.87219,-156.67442,
7,167,20.89775,-156.44148,
0,57,20.73371,-156.45431,
7,180,21.90859,-159.5555,
0,295,21.28322,-157.80585,
7,0,21.53188,-158.08301,
0,236,21.40916,-158.00192,
0,1,21.3838,-158.14259,
0,129,21.55233,-158.10458,
7,0,19.68042,-155.3251,
0,87,19.99859,-155.81929,
7,202,20.80682,-156.59911,
0,61,20.86958,-156.43581,
7,45,21.51989,-158.06863,
7,4,21.29831,-157.83385,
7,48,21.33832,-157.91025,
0,1501,21.36132,-158.03284,
7,100,19.61432,-155.96876,
0,11800,19.64851,-155.99157,
7,1,21.57775,-158.10971,
7,1,21.64319,-158.06273,
7,85,21.54209,-158.09364,
0,80,21.54209,-158.09364,
7,85,21.54209,-158.09364,
0,77,19.72711,-155.06659,
7,256,19.90884,-155.76508,
0,275,19.49377,-154.9404,
7,347,19.69152,-155.46571,
0,1316,19.53411,-154.99148,
0,45,21.32429,-157.87402,
0,5195,21.34339,-157.88019,
7,14,20.01707,-155.30312,
0,225,20.71026,-156.44765,
7,38,21.47417,-158.0118,
0,58,21.35645,-158.1321,
0,180,21.28189,-157.79142,
7,36,21.51512,-158.04258,
0,3230,21.30108,-157.84331,
7,16,21.30225,-157.83378,
0,3098,21.29098,-157.80126,
0,1559,21.47644,-158.05455,
7,0,21.46304,-158.20847,
0,180,19.69733,-155.98601,
7,0,19.65392,-155.05495,
7,283,19.12098,-155.83685,
7,164,20.77953,-156.32915,
7,135,20.88344,-156.44492,
0,50,20.88344,-156.44492,
7,23,21.3775,-158.04162,
0,65,21.56342,-157.86682,
0,56,21.37295,-158.02875,
7,43,21.50507,-158.03258,
0,200,19.16851,-155.86567,
0,84,20.73165,-156.45306,
7,242,19.77193,-156.02484,
0,107,19.77193,-156.02484,
7,16,21.40417,-158.00544,
0,179,21.48259,-158.02912,
7,65,21.39844,-157.97716,
7,0,21.39844,-157.97716,
0,38,20.88034,-156.50431,
7,193,20.88385,-156.41087,
0,9122,21.37727,-157.78382,
7,27,21.33771,-157.87347,
0,181,21.39899,-157.98721,
7,28,21.38129,-157.93473,
7,63,20.88658,-156.345,
0,39,21.33748,-158.08503,
7,19,21.44318,-158.01599,
7,955,20.02668,-155.74007,
0,7144,21.31684,-157.87355,
0,13586,21.64854,-157.92261,
0,495,21.28976,-157.80945,
7,19,21.26694,-157.82097,
7,46,21.2881,-157.84063,
0,39,21.28992,-157.8018,
0,318,21.31908,-157.87074,
0,8982,21.37455,-157.78948,
7,0,21.31019,-157.85292,
0,6999,21.31536,-157.85499,
0,277,20.93847,-156.34308,
0,245,21.41804,-157.80352,
7,178,19.48181,-154.9025,
0,198,20.85841,-156.31261,
7,57,22.14437,-159.3142,
0,135,21.34732,-158.12153,
7,43,19.90954,-155.76772,
7,35,21.34564,-157.83501,
7,162,20.89606,-156.47924,
7,52,21.39854,-157.97752,
9,104,19.86084,-155.6522,
0,204,20.85974,-156.36583,
7,137,21.37072,-158.13744,
7,86,19.17472,-155.49763,
7,20,21.33836,-157.90386,
7,187,20.06683,-155.52709,
7,21,21.46217,-158.02184,
0,5924,19.90002,-155.71187,
7,213,19.12632,-155.83959,
7,206,22.03208,-159.34517,
7,155,19.53344,-154.97456,
0,1394,21.39166,-157.99824,
7,36,21.97964,-159.36838,
0,847,21.34854,-157.8965,
7,14639,20.8909,-156.68602,
7,253,20.69476,-156.44375,
0,4391,21.57351,-158.1419,
7,25,21.33833,-157.90402,
7,0,21.2841,-157.82884,
0,1745,21.32814,-157.87143,
0,49,21.28968,-157.81405,
7,226,20.87584,-156.67,
0,58,21.51273,-157.85661,
7,218,20.94719,-156.51858,
7,928,20.94719,-156.51858,
0,1170,19.52053,-155.92273,
7,5,19.63978,-155.98205,
7,48,20.77926,-156.53349,
0,2692,21.39838,-157.74838,
8,72,42.74986,-112.88157,
7,0,43.01178,-114.39562,
7,0,42.92408,-114.69302,
0,774,42.75401,-114.79117,
7,0,47.70768,-117.00628,
7,0,43.28434,-115.47569,
7,5,42.6561,-114.47943,
0,1043,42.9578,-115.4803,
0,1930,47.70699,-116.79197,
0,1309,42.60822,-114.61464,
7,150,42.60822,-114.61464,
7,4,43.40634,-112.06361,
7,0,43.78281,-114.54482,
7,0,47.43183,-116.62875,
8,61,42.93816,-114.99323,
7,0,42.46066,-114.57462,
7,39,44.06697,-116.94221,
0,60,42.78581,-113.62888,
7,0,42.21952,-113.05601,
7,0,43.53178,-116.43369,
7,0,43.53178,-116.43369,
7,0,42.09767,-111.95088,
0,62,46.7901,-116.99635,
7,0,43.53906,-116.49328,
0,11488,43.73117,-111.86867,
0,3,44.48598,-116.00252,
7,0,42.92792,-114.59137,
0,20520,42.88227,-112.4661,
7,0,43.39281,-112.03383,
7,15,42.93296,-115.75061,
7,580,43.54764,-116.15564,
7,0,43.54764,-116.15564,
7,0,47.94819,-116.6125,
7,3,47.94819,-116.6125,
7,1,42.54977,-114.49914,
7,1,42.54977,-114.49914,
0,5,43.97028,-111.67388,
7,48,46.50476,-116.54859,
0,68,43.40773,-112.10362,
0,741,43.60523,-116.49355,
0,832,43.71378,-112.16698,
7,3,42.806,-114.76836,
7,3,42.806,-114.76836,
7,3,42.806,-114.76836,
0,32,45.93719,-116.14597,
0,36,45.93719,-116.14597,
7,3,47.30152,-116.5353,
7,0,47.47658,-115.93287,
0,566,43.80847,-116.69256,
7,7,43.80847,-116.69256,
7,3,47.47664,-116.79544,
7,45,47.47664,-116.79544,
7,0,43.76168,-115.91845,
7,0,43.76168,-115.91845,
0,9619,43.19213,-112.35266,
7,15,42.20182,-113.02902,
7,2,43.33391,-112.16062,
0,33,43.33391,-112.16062,
7,0,42.3088,-112.21119,
0,15,42.3088,-112.21119,
7,10,44.00069,-111.63849,
7,5,44.00069,-111.63849,
7,5,44.00069,-111.63849,
7,10,44.00069,-111.63849,
7,0,43.89779,-111.61867,
7,18,43.60911,-111.80557,
7,18,43.60911,-111.80557,
7,0,43.56105,-116.49372,
7,7,42.50619,-113.40991,
7,0,43.27155,-112.30127,
7,186,46.41828,-117.00633,
7,3,43.26954,-115.87289,
7,0,43.59814,-116.28682,
0,51,42.58941,-111.56688,
0,66,46.74585,-116.56485,
0,161,43.436,-112.12612,
0,168,43.59032,-116.28526,
7,0,43.57246,-116.23771,
0,50,48.98464,-116.44345,
7,0,43.26841,-114.30659,
0,46,42.56849,-113.76424,
7,119,43.18328,-115.61519,
7,0,42.61959,-113.74456,
7,0,42.61959,-113.74456,
7,40,43.09878,-112.42798,
0,197,43.62708,-116.2455,
0,115,43.09816,-115.83718,
7,0,48.21594,-116.5569,
0,2,44.20318,-116.92493,
7,0,42.95505,-115.16397,
7,4,42.46076,-114.28052,
0,49,43.64383,-116.35441,
0,4470,47.54327,-116.23542,
7,2,42.36171,-114.57497,
7,4,42.19476,-113.02363,
7,46,42.19476,-113.02363,
7,0,42.70821,-112.9313,
7,0,43.59501,-111.10814,
0,30,43.20028,-112.3667,
7,70,48.16787,-116.96405,
0,137,43.49138,-112.02394,
7,0,43.78821,-116.95166,
7,33,43.60951,-112.07867,
8,235,42.57616,-113.71385,
7,3,42.74956,-113.78383,
0,92,42.40742,-112.19403,
7,60,42.40742,-112.19403,
0,132,43.12062,-114.07493,
0,285,42.18479,-112.2377,
7,0,43.19191,-115.78946,
7,15,42.9746,-115.7866,
7,0,44.44463,-116.80043,
0,230,43.78225,-111.818,
0,1497,42.83812,-112.4287,
7,0,44.65096,-116.68359,
0,1031,44.66356,-115.68788,
0,530,47.69351,-116.78214,
0,37110,42.65342,-111.73076,
7,42,44.45,-117.21294,
7,4,44.74105,-114.00619,
0,116,47.7227,-116.79223,
7,1,44.00763,-116.91389,
0,211,42.63488,-112.17392,
7,9,43.48336,-116.40378,
7,0,43.12678,-115.74307,
8,315,43.12678,-115.74307,
7,0,42.72359,-113.58961,
7,15,42.57681,-114.23535,
0,42,43.62562,-116.32019,
7,0,44.04867,-113.81479,
7,0,44.04867,-113.81479,
7,0,44.04867,-113.81479,
0,3174,44.04867,-113.81479,
7,0,44.04867,-113.81479,
7,0,42.54803,-114.33471,
7,4,43.2389,-115.83932,
0,154,43.61098,-111.70274,
7,5,42.32971,-113.59592,
0,17,43.62696,-111.80441,
0,197,42.84167,-112.41363,
0,4,44.23082,-116.10386,
0,2189,42.94289,-116.04605,
0,102,42.30311,-111.21962,
7,0,43.71942,-116.78362,
7,0,43.70392,-116.58705,
0,10057,43.57366,-111.20949,
0,23503,44.07256,-116.92321,
7,680,42.30516,-113.18335,
