doa,lag_seconds,GoogleLat,GoogleLng,
7,0,37.14191,-120.47357,
0,67,34.09964,-118.13465,
7,0,36.9696,-122.11722,
7,0,36.9696,-122.11722,
7,0,37.96882,-121.6776,
0,49,34.3245,-118.50201,
7,0,36.34522,-119.60086,
0,2489,38.02956,-121.31535,
7,0,34.01751,-117.47958,
7,0,38.46709,-121.78582,
7,0,33.71498,-116.17004,
7,0,38.19019,-122.13725,
0,13674,39.24714,-121.59967,
0,82,39.24714,-121.59967,
7,0,38.62054,-121.97952,
7,0,38.92438,-120.02767,
7,0,35.35518,-115.9334,
7,0,38.6519,-121.51183,
0,1712,37.96168,-121.25645,
7,0,36.78661,-119.69617,
7,0,36.96508,-122.04158,
7,0,41.84457,-123.96509,
0,41,34.70428,-118.08717,
7,0,35.60245,-119.24417,
7,0,35.60245,-119.24417,
7,0,35.60245,-119.24417,
7,0,35.60245,-119.24417,
0,210,36.6196,-119.55669,
0,2085,33.91205,-118.10504,
7,0,33.17702,-117.35114,
0,7142,40.5006,-122.38256,
7,0,36.80143,-121.66078,
7,0,35.86856,-119.39335,
7,0,37.34608,-120.61986,
0,850,35.44519,-115.67213,
0,430,34.41184,-117.39924,
7,0,33.88326,-117.88064,
7,211,35.2913,-118.74942,
7,0,34.07146,-118.25997,
7,0,37.31021,-120.51245,
7,0,37.73236,-122.43014,
0,55,36.19591,-119.4931,
7,0,36.25578,-119.29628,
0,14456,36.25578,-119.29628,
0,4420,33.20712,-117.36154,
7,0,33.93172,-117.34829,
7,0,37.06458,-121.59846,
7,0,37.06458,-121.59846,
0,125,33.59212,-117.49675,
7,0,34.86798,-114.6471,
7,0,34.86798,-114.6471,
7,0,38.47812,-122.73269,
7,0,33.83769,-117.22602,
7,0,34.08177,-117.63076,
7,0,36.73443,-120.22962,
0,22,37.50767,-122.11571,
0,4658,37.50767,-122.11571,
7,0,37.50767,-122.11571,
0,6081,34.11828,-118.79827,
7,0,34.30337,-118.43484,
7,0,37.3769,-122.06445,
0,262,38.26303,-122.65757,
7,0,37.71403,-122.11506,
7,0,33.7576,-117.15416,
0,421,37.96813,-120.3353,
7,0,34.36532,-118.50427,
0,19,34.2212,-118.6467,
7,0,35.0765,-120.58939,
0,295,33.79786,-118.29756,
7,0,34.04085,-118.21232,
0,4277,38.13076,-122.23999,
7,0,34.10442,-117.72459,
7,0,34.40109,-117.28393,
7,0,35.55655,-118.59039,
0,52,40.18298,-122.22721,
0,82,37.55277,-121.85837,
0,5822,37.69134,-122.13878,
7,0,37.13032,-121.61053,
7,0,37.7457,-121.48222,
0,7718,33.27739,-116.85435,
0,47,34.10677,-117.34029,
7,0,34.65566,-119.94817,
7,0,33.59857,-116.11258,
0,843,34.24809,-118.4209,
7,33,37.76304,-122.42627,
8,56,36.5905,-119.55694,
7,0,33.62075,-116.1813,
7,0,33.62075,-116.1813,
7,0,33.62075,-116.1813,
0,33,38.91042,-121.07719,
7,0,38.20928,-122.59998,
7,0,32.72075,-117.06234,
0,13951,36.05874,-119.31216,
7,0,34.11548,-117.55992,
7,0,33.71671,-117.23812,
7,0,37.76454,-121.3799,
7,0,33.63286,-117.3348,
7,0,36.09764,-120.12192,
7,0,36.09764,-120.12192,
7,0,33.90905,-117.48086,
0,212,33.90905,-117.48086,
7,0,37.64273,-121.3418,
0,86,37.85066,-122.27083,
0,42,33.93109,-118.38834,
0,2845,33.50184,-117.66168,
0,9307,33.99945,-117.5239,
7,0,36.60251,-120.22823,
8,30,38.61281,-122.39717,
7,0,34.10546,-117.58467,
7,0,34.4267,-117.36619,
7,0,38.18968,-121.57907,
7,0,38.80381,-121.7222,
0,64,35.29748,-119.03101,
7,0,33.10671,-117.12199,
0,29,37.80001,-122.21474,
7,0,33.69543,-117.34666,
7,0,33.94099,-118.09686,
7,0,37.99493,-121.83878,
0,3649,34.20838,-118.58844,
7,0,36.12928,-118.81965,
7,0,36.12928,-118.81965,
7,0,36.31741,-119.68129,
0,90,37.535,-122.01197,
7,0,35.33185,-118.91427,
0,2950,38.73618,-121.17884,
7,0,36.77199,-119.83887,
0,6,37.76206,-121.4411,
7,0,34.4376,-118.33569,
7,0,34.4376,-118.33569,
7,0,36.9358,-121.48578,
7,0,36.74984,-119.91615,
7,0,36.74984,-119.91615,
7,0,33.05184,-115.64459,
0,895,32.84921,-116.80731,
7,0,40.62467,-122.53562,
0,436,40.62467,-122.53562,
7,0,40.62467,-122.53562,
7,0,40.62467,-122.53562,
0,160,37.76171,-120.86202,
7,0,38.64241,-120.66267,
0,106,34.41646,-118.44544,
0,52,33.93846,-118.24632,
7,0,33.12712,-117.11007,
0,2165,33.41282,-117.24373,
0,2216,32.83731,-116.66086,
7,0,36.97266,-122.04793,
7,0,37.95976,-122.35214,
0,51,34.11478,-118.14136,
0,120,34.07749,-118.26529,
7,0,33.92485,-117.45762,
7,0,33.92485,-117.45762,
0,30,34.21113,-118.59066,
7,0,33.65958,-117.78167,
7,0,33.65958,-117.78167,
0,73,35.10722,-120.55463,
7,0,33.43546,-115.83694,
7,0,33.43546,-115.83694,
7,0,35.94985,-119.33982,
0,20862,38.14533,-122.25244,
0,3146,32.72934,-117.09912,
7,0,34.87727,-118.89511,
7,0,38.51301,-122.96709,
0,57,34.01369,-118.28031,
0,59,38.26688,-121.80506,
0,22,32.74842,-117.14307,
0,3652,33.93934,-117.18651,
7,0,34.04014,-118.42853,
7,0,34.42395,-119.68199,
0,53,34.17229,-118.53604,
0,113,37.63825,-120.92701,
7,0,36.84689,-119.65577,
7,0,34.08833,-115.10409,
7,0,33.12759,-117.08183,
0,39,33.95946,-118.10583,
0,1385,35.37181,-118.97033,
7,0,36.69205,-119.85344,
0,10402,39.58197,-121.62104,
7,0,34.79161,-120.33315,
7,0,36.21144,-119.78046,
7,0,36.48478,-119.39396,
0,903,36.62676,-121.58648,
0,10973,34.09712,-118.02851,
0,135,34.01311,-118.2653,
7,0,33.78234,-116.95886,
7,0,36.60193,-119.61074,
7,0,40.30199,-122.70873,
0,65,36.35271,-119.13433,
7,0,38.79062,-121.22002,
7,0,35.46419,-115.48196,
7,0,37.26462,-120.46946,
7,0,35.32626,-117.97799,
7,0,38.81733,-121.30557,
0,45,33.21337,-117.22856,
0,93,36.25578,-119.29629,
0,58,34.07407,-117.77934,
7,0,33.2038,-117.30641,
7,0,37.541,-121.92486,
7,0,38.78631,-120.20959,
0,255,36.67794,-119.73435,
7,0,33.54739,-117.14231,
7,0,33.04192,-117.28499,
7,0,34.00054,-118.30021,
7,0,37.55416,-121.91693,
0,57,33.84489,-117.82919,
7,0,40.10725,-120.20866,
0,654,32.72261,-116.88876,
0,42,33.94233,-118.28939,
0,340,34.19379,-118.58841,
7,0,34.03672,-118.37577,
7,0,36.67951,-121.66127,
0,154,32.91429,-117.1439,
0,202,33.36428,-117.06559,
0,47,34.26712,-119.20088,
7,0,34.26712,-119.20088,
7,0,36.3426,-119.68071,
7,0,38.24738,-122.50034,
0,70,38.24738,-122.50034,
7,0,34.88309,-117.06193,
7,0,33.49739,-117.65864,
0,244,32.68086,-117.08058,
0,60,33.38208,-117.25357,
7,0,33.6603,-115.72373,
7,0,33.6603,-115.72373,
7,0,36.60403,-120.11402,
0,813,36.26946,-119.74464,
0,9710,37.9259,-121.38074,
0,11100,34.92033,-118.92362,
0,256,34.86505,-120.43598,
7,0,37.72173,-121.65221,
7,0,37.80928,-122.36601,
7,0,38.75181,-120.55749,
7,0,34.00397,-118.2462,
0,196,33.90722,-117.58174,
7,0,38.18814,-121.4037,
7,0,34.17759,-118.87901,
0,48,37.39735,-121.93599,
0,5577,35.41456,-119.03448,
7,0,38.99773,-122.7557,
0,53,37.05089,-120.57566,
0,2810,41.05796,-124.1316,
7,0,36.62472,-119.33451,
7,0,35.5051,-117.94698,
7,0,33.78006,-117.00674,
7,0,37.76047,-121.44588,
7,0,35.82045,-119.05343,
0,872,35.82045,-119.05343,
7,0,35.82045,-119.05343,
0,155,34.01275,-118.49659,
7,0,34.05527,-118.39544,
7,0,34.44352,-116.85809,
7,0,38.89232,-121.07628,
0,39,39.04391,-122.9161,
7,0,37.05378,-120.64763,
7,0,37.05378,-120.64763,
0,4646,40.49598,-121.86202,
7,0,40.62893,-122.40089,
7,0,37.41511,-121.95373,
0,73,34.06311,-117.3964,
0,2635,33.67708,-117.88963,
0,31,38.60643,-121.45334,
0,70,37.73886,-119.57429,
7,0,34.19068,-118.11878,
7,0,34.19068,-118.11878,
7,0,34.07352,-117.75915,
7,0,34.07352,-117.75915,
7,0,38.64861,-121.37456,
0,2339,33.12818,-117.07453,
7,0,34.44227,-119.77916,
7,0,36.93464,-121.72979,
7,0,36.93464,-121.72979,
0,10470,33.28004,-116.63327,
7,0,38.5105,-121.41475,
7,0,34.13084,-118.03132,
0,238,37.46479,-121.18172,
7,0,37.46479,-121.18172,
7,0,34.99754,-116.56718,
7,0,34.99754,-116.56718,
0,141,34.99754,-116.56718,
7,0,33.87281,-118.27882,
7,0,37.42729,-121.01564,
7,0,37.42729,-121.01564,
7,0,33.90603,-116.56224,
7,0,33.90603,-116.56224,
7,0,33.20328,-117.38035,
0,1672,38.60719,-121.27138,
0,51,35.26198,-118.91431,
7,0,37.28905,-121.88107,
0,32,33.89653,-118.13324,
7,0,36.48531,-119.28752,
7,0,34.42082,-118.43452,
7,0,34.37344,-119.01367,
0,52,37.34231,-120.5762,
0,19525,33.95279,-118.1914,
7,0,35.23847,-115.50379,
7,0,39.05379,-120.77655,
0,840,36.60407,-119.42118,
7,0,34.10731,-118.25722,
7,0,33.79765,-116.48143,
7,0,34.63491,-117.8294,
7,0,36.42852,-120.38837,
0,88,34.91134,-116.82466,
7,0,34.91134,-116.82466,
7,0,34.91134,-116.82466,
0,63,34.26712,-119.20083,
7,0,38.80914,-120.90745,
7,0,40.01292,-122.17204,
7,0,37.61521,-121.87686,
7,0,39.20651,-121.16764,
0,670,39.36401,-123.81433,
7,0,37.35827,-120.64062,
7,0,38.69361,-120.67586,
7,0,34.7038,-118.28939,
7,0,38.66979,-120.89627,
0,120,34.01205,-117.32134,
0,94,34.87647,-118.89441,
7,0,34.88849,-117.06936,
0,45,37.47948,-120.83119,
0,43,33.91096,-116.54536,
0,57,36.80939,-121.34517,
0,251,33.80678,-117.99326,
7,0,35.11721,-116.24958,
7,0,33.90242,-117.46512,
0,11915,34.17699,-118.86971,
0,14979,32.75554,-117.09599,
7,0,39.44574,-123.71581,
0,100,33.98314,-117.34309,
0,8913,34.19041,-119.22119,
7,0,38.70961,-120.83929,
7,0,36.69846,-118.87587,
7,0,34.42478,-119.72926,
0,65,33.66883,-117.89269,
0,15202,34.10311,-118.19242,
7,0,36.89796,-120.38193,
7,0,37.49229,-120.74947,
7,0,33.72479,-116.39135,
7,0,33.53935,-116.02804,
7,0,37.4169,-120.81253,
0,160,36.92389,-120.09227,
7,0,34.02399,-117.81293,
0,12086,37.73034,-122.39236,
7,0,34.0763,-118.30043,
7,0,34.0192,-117.50064,
0,45,34.03564,-117.64957,
0,114,34.04793,-117.40948,
0,20851,37.40444,-122.05294,
0,28,33.89898,-118.30912,
7,0,32.64632,-116.78588,
7,0,38.44707,-121.4446,
0,2445,36.05294,-119.1432,
7,0,33.98958,-117.14989,
0,232,33.92553,-118.35239,
0,220,33.70176,-117.94991,
0,3415,35.10064,-116.26858,
7,0,38.5747,-122.54968,
0,3229,37.90502,-121.22054,
0,36,37.86323,-121.27677,
0,968,37.86323,-121.27677,
7,0,38.42484,-121.29171,
7,0,34.12616,-116.40521,
0,29,38.92158,-120.02063,
0,152,33.83504,-117.94011,
7,0,33.93061,-118.37888,
7,0,35.75009,-119.05274,
7,0,36.56993,-121.77228,
7,0,34.15666,-118.41501,
7,0,32.79457,-116.92692,
0,947,37.80849,-122.24238,
7,0,34.15758,-118.43511,
7,0,34.15758,-118.43511,
7,0,37.335,-121.78796,
7,0,32.92708,-117.11436,
0,20590,35.16002,-116.18769,
7,0,37.27057,-121.82645,
0,139,38.41942,-122.78164,
7,0,37.63104,-120.95701,
7,0,37.07708,-121.20646,
0,42,34.04116,-117.60206,
7,124,37.88958,-121.61172,
0,44,33.99288,-118.34772,
0,45,38.45253,-122.80218,
7,0,38.45253,-122.80218,
7,0,38.23771,-122.63542,
0,72,37.56597,-121.04844,
7,0,36.6035,-120.38852,
7,0,37.33982,-121.92186,
7,0,40.55906,-122.28189,
0,54,33.82405,-117.28763,
0,6176,34.0287,-118.03529,
7,0,39.13962,-121.66242,
0,51,38.5117,-121.3627,
0,67,34.01046,-118.16027,
7,0,37.77965,-120.27147,
7,0,32.94891,-117.24364,
7,0,36.34937,-119.21798,
7,0,37.21414,-120.85084,
7,0,37.21414,-120.85084,
7,0,37.21414,-120.85084,
7,0,35.95251,-119.05345,
7,0,35.95251,-119.05345,
7,0,40.28161,-121.42384,
7,0,32.69031,-117.09468,
0,63,34.31926,-118.49327,
7,0,32.80142,-116.49898,
7,0,32.80142,-116.49898,
7,0,32.80142,-116.49898,
7,0,32.80142,-116.49898,
7,0,32.80142,-116.49898,
7,0,32.80142,-116.49898,
7,0,34.70453,-118.06958,
0,54,33.74753,-116.98259,
7,0,37.76143,-122.4261,
0,14540,34.09737,-118.27558,
7,0,38.0608,-122.15243,
0,94,35.6138,-119.21218,
7,0,37.63546,-120.97474,
0,141,33.85589,-117.99795,
7,0,37.96225,-120.39299,
0,114,37.96225,-120.39299,
7,0,33.12388,-116.84974,
0,52,33.89025,-117.49806,
7,0,32.67371,-116.49352,
0,218,34.0545,-118.30199,
7,0,37.72111,-120.99505,
7,0,34.48579,-117.2425,
7,0,39.16222,-121.59085,
7,0,39.16222,-121.59085,
0,895,33.88914,-118.17871,
0,44,37.77266,-122.19969,
0,546,37.81512,-122.27486,
7,0,34.10903,-114.51036,
7,0,34.10903,-114.51036,
7,0,34.10903,-114.51036,
7,0,34.10903,-114.51036,
0,162,34.10903,-114.51036,
7,0,32.82967,-116.98395,
7,0,33.17847,-117.35222,
7,0,33.65089,-117.64101,
0,3585,37.05699,-120.8287,
7,0,37.56558,-121.28461,
7,0,37.56558,-121.28461,
7,0,34.01394,-117.43009,
7,0,34.01394,-117.43009,
0,13963,33.83261,-118.25642,
0,46,33.74773,-117.84289,
7,0,34.0733,-117.08174,
0,374,37.53884,-122.03652,
0,49,34.07942,-118.31356,
7,0,33.30757,-117.47507,
7,0,34.20701,-118.21748,
7,0,37.26364,-121.72662,
7,0,38.34114,-122.28229,
0,1721,38.34114,-122.28229,
7,0,38.34114,-122.28229,
0,1041,34.04053,-118.19216,
7,0,33.87293,-117.54475,
7,0,33.87293,-117.54475,
7,0,33.87293,-117.54475,
0,14063,34.06157,-118.16385,
0,80,34.07079,-117.96567,
7,0,33.82138,-118.20685,
7,0,37.42175,-121.93963,
0,39,37.65988,-122.0856,
0,372,34.71854,-115.78054,
0,299,32.96918,-116.97017,
7,0,32.96918,-116.97017,
0,266,32.96918,-116.97017,
7,0,33.72611,-117.81154,
7,0,33.69077,-115.50435,
0,153,34.79997,-118.8736,
7,0,34.12619,-116.31328,
0,8243,34.35022,-118.54116,
0,2140,37.61516,-118.8123,
7,0,35.60425,-119.64356,
0,2874,33.72569,-117.85613,
0,64,32.57487,-117.08083,
7,0,38.94048,-122.78022,
0,31,34.19781,-119.24246,
7,0,39.48416,-121.57541,
7,0,39.48416,-121.57541,
7,0,33.76816,-117.86779,
0,388,37.64005,-120.95719,
0,2320,32.80724,-115.57747,
0,203,37.43337,-121.89407,
7,0,34.19395,-118.43126,
7,0,37.57235,-122.03563,
7,0,37.65237,-120.77962,
0,33,37.89864,-121.28204,
0,36,37.9902,-121.23588,
7,0,33.7935,-118.34963,
7,0,36.6217,-119.92624,
7,0,38.3029,-121.57271,
0,11406,37.92555,-121.64109,
0,11838,34.06709,-117.62507,
7,0,32.56833,-117.0341,
0,34,33.78928,-117.99287,
0,4772,34.12138,-117.51332,
0,4940,38.05744,-121.18148,
7,0,34.9411,-120.4176,
7,0,40.13795,-120.93955,
0,12135,41.54603,-124.06711,
0,4075,36.77975,-120.06024,
0,494,36.76332,-119.7668,
7,0,34.9898,-118.94623,
7,0,34.9898,-118.94623,
7,0,34.9898,-118.94623,
7,0,34.9898,-118.94623,
0,39,36.73841,-119.69698,
0,62,33.83229,-118.1123,
7,0,41.28404,-124.08979,
0,87,41.28404,-124.08979,
7,0,41.28404,-124.08979,
7,0,37.29357,-120.32457,
0,3279,38.07515,-122.23316,
0,14320,34.31101,-118.45887,
7,0,34.10998,-115.68327,
0,36,32.80978,-117.15027,
0,160,38.51584,-121.46911,
7,0,36.07316,-119.03942,
7,0,34.10686,-117.37444,
0,62,35.19073,-119.1427,
7,0,34.10647,-117.47455,
0,51,34.12608,-117.20178,
0,131,34.21356,-118.23167,
7,0,34.54406,-118.65359,
7,0,34.12142,-117.53087,
0,91,35.01232,-117.91704,
7,0,35.01232,-117.91704,
7,0,35.01232,-117.91704,
7,0,36.14767,-120.16782,
7,0,34.82287,-118.96129,
7,0,36.08401,-120.10986,
7,0,35.15974,-114.83755,
7,0,35.15974,-114.83755,
0,60,35.32368,-119.0379,
7,0,33.79906,-117.99319,
0,6090,38.58524,-121.45372,
7,0,36.77237,-119.78154,
0,655,33.74338,-118.29225,
0,7022,34.22171,-118.44171,
0,12518,38.44307,-122.70064,
7,0,35.86317,-116.17454,
7,0,35.55537,-117.92429,
0,43,34.41351,-118.55174,
0,12816,34.2601,-119.21127,
0,83,34.13609,-117.33235,
7,0,32.72862,-116.90677,
0,12760,34.01106,-118.26529,
7,0,37.93531,-121.29526,
7,0,37.93531,-121.29526,
7,0,37.93531,-121.29526,
7,0,37.93531,-121.29526,
7,0,37.93531,-121.29526,
0,119,35.45867,-119.47901,
0,48,34.96553,-120.43566,
7,0,32.83724,-117.15527,
0,116,32.83724,-117.15527,
0,1330,37.81037,-122.26947,
7,0,38.01922,-121.0843,
7,0,37.60043,-120.86084,
0,11072,38.99799,-120.99674,
7,0,37.97754,-121.41919,
7,0,34.22441,-117.73745,
0,6909,37.30097,-120.48795,
7,0,37.12206,-122.12127,
0,109,34.1368,-117.32712,
7,0,38.40763,-121.51831,
7,0,38.04056,-120.21507,
0,18740,33.99707,-117.86608,
0,44,38.09271,-122.23489,
0,557,32.8098,-116.92029,
0,13196,32.58377,-117.08408,
7,0,39.49804,-121.58178,
7,0,36.83256,-119.7903,
0,32,34.22026,-118.57103,
7,0,38.09916,-122.83387,
7,0,33.39234,-117.59064,
0,14629,33.15596,-117.12708,
7,35200,36.72485,-119.79257,
0,38305,33.53108,-117.15138,
0,7215,33.93557,-117.40469,
0,144,35.0201,-115.6392,
7,0,35.0201,-115.6392,
0,18794,39.74771,-121.63532,
0,38619,38.02283,-121.29355,
0,27515,38.68853,-121.38295,
0,2066,38.63589,-121.46126,
0,60,36.76518,-119.76381,
7,885,34.23105,-119.21731,
7,0,39.83301,-123.17662,
0,4635,39.83301,-123.17662,
7,0,33.73473,-117.9199,
0,126,33.73473,-117.9199,
0,28,33.97457,-118.30353,
0,8702,37.99065,-121.64838,
0,31527,37.61767,-122.07604,
0,1019,33.78112,-118.3205,
7,0,35.95196,-119.93009,
7,0,35.95196,-119.93009,
7,0,34.26479,-118.50445,
0,18601,34.00148,-117.4158,
7,0,37.92208,-122.35572,
0,55,34.02478,-117.733,
7,0,33.774,-117.78237,
7,0,33.774,-117.78237,
0,61,37.9374,-122.32599,
0,85,38.69461,-120.8141,
7,0,34.10656,-117.47224,
7,0,32.63073,-116.76432,
7,0,34.19648,-119.08583,
7,0,33.7543,-117.83171,
0,49,37.50753,-120.99461,
0,37,38.66821,-121.3521,
7,0,34.61651,-117.80939,
7,0,33.93209,-116.98696,
0,28606,37.68896,-120.95795,
7,0,36.29926,-119.7484,
7,0,37.32344,-121.93193,
0,32,36.81591,-119.75748,
0,14383,35.36878,-119.09239,
0,34035,34.15039,-118.3795,
7,0,33.67983,-118.03204,
7,0,39.90535,-120.85619,
7,0,39.90535,-120.85619,
7,0,33.7348,-117.99215,
7,0,34.50798,-117.75587,
0,12532,39.15556,-121.56864,
7,0,33.88367,-116.59754,
7,0,38.6683,-121.3527,
7,0,34.01792,-118.27458,
0,3825,34.01792,-118.27458,
7,0,33.67703,-115.22655,
0,67,35.70392,-118.83628,
0,2815,39.19108,-121.00017,
0,554,36.89536,-119.76575,
0,38668,35.62815,-118.94415,
0,6238,33.98884,-118.33095,
7,0,34.54084,-118.07803,
7,25920,40.56142,-122.25116,
0,26036,40.56142,-122.25116,
7,0,37.50053,-120.83776,
0,832,33.03732,-115.6283,
0,925,34.07861,-118.2601,
0,33248,34.12155,-117.69589,
0,6277,36.72146,-119.80283,
7,0,36.21119,-119.65509,
0,185,36.21119,-119.65509,
7,0,32.73,-117.15488,
0,4720,33.69366,-118.01499,
7,0,33.69366,-118.01499,
0,5020,34.02066,-118.1677,
0,43,34.11586,-117.29416,
7,0,34.11586,-117.29416,
7,0,36.28763,-119.80774,
7,0,34.09642,-118.10634,
7,0,37.97635,-122.31238,
7,0,40.39351,-123.93336,
0,145,38.66272,-120.93351,
7,0,34.21716,-119.17726,
0,41,33.83656,-118.16768,
8,82,37.27691,-122.28709,
0,26,34.27182,-118.77891,
7,0,36.27861,-119.04494,
0,180,34.22809,-118.60426,
0,6658,33.72377,-117.39192,
7,0,33.53677,-117.6983,
0,97,34.42764,-119.71799,
7,0,32.76169,-117.16564,
0,2863,34.11749,-118.20058,
7,0,35.463,-119.48499,
7,0,34.84796,-120.24187,
7,0,37.98886,-121.26441,
0,5583,34.13593,-117.25816,
7,0,37.75334,-121.46343,
0,16592,33.25301,-117.1567,
7,0,38.0236,-121.97651,
7,0,39.47738,-121.57549,
7,0,33.74383,-117.04834,
7,0,36.86581,-120.0558,
7,0,37.55144,-121.04848,
0,30707,34.12037,-116.35161,
7,0,33.67386,-116.14768,
7,0,32.83732,-116.6609,
7,0,33.70294,-115.44737,
7,0,34.8578,-116.90348,
7,0,33.73954,-117.66239,
7,0,34.07101,-117.76151,
7,0,36.93914,-121.75726,
0,72,35.29598,-118.95491,
7,0,36.19629,-119.07557,
0,871,34.06104,-117.32562,
7,0,38.35557,-119.87684,
0,43,36.24042,-119.29614,
7,0,38.52041,-122.71885,
0,89,39.29607,-121.68758,
7,0,33.7061,-116.13833,
7,0,33.7061,-116.13833,
7,0,37.62774,-121.02597,
7,0,37.62774,-121.02597,
7,0,33.87623,-118.10266,
7,0,34.04007,-118.57977,
7,0,34.78762,-117.12408,
0,64,37.85902,-121.21716,
0,9480,37.4096,-120.75347,
7,0,33.02845,-115.52707,
7,0,33.87092,-117.85394,
7,0,39.33467,-121.6402,
0,5463,33.72859,-117.82189,
7,0,34.86604,-117.11792,
7,0,37.3975,-121.93612,
7,0,33.85433,-117.89088,
0,382,38.55112,-121.42356,
0,19752,33.57122,-117.83602,
7,0,39.16366,-121.70089,
7,0,34.19627,-119.05816,
0,624,38.47431,-121.41576,
7,0,38.69052,-121.39777,
7,0,34.27775,-118.51022,
0,4865,35.41356,-119.05654,
7,0,35.41356,-119.05654,
7,0,38.64236,-121.16109,
0,2909,33.16704,-117.23074,
0,76,37.73956,-121.36325,
0,126,37.73956,-121.36325,
7,0,39.12486,-121.57758,
0,168,39.20351,-121.07009,
7,0,34.08869,-118.30919,
7,0,37.38186,-121.96309,
7,0,33.74014,-116.2519,
7,0,33.74014,-116.2519,
7,0,33.74014,-116.2519,
0,191,33.88283,-118.39593,
7,0,36.31359,-121.23551,
7,0,34.76222,-118.19782,
7,0,37.7856,-121.30042,
0,521,39.4694,-121.52827,
7,0,39.4694,-121.52827,
7,0,35.18556,-116.16314,
7,0,33.49159,-117.66211,
7,0,39.68255,-122.20409,
7,0,37.60193,-120.8473,
0,1917,37.60193,-120.8473,
0,39,33.77392,-117.98558,
0,3340,37.33784,-121.99561,
0,34,34.05768,-118.0095,
7,0,33.68238,-116.18156,
7,0,33.68238,-116.18156,
7,0,39.73294,-120.5722,
0,158,33.98059,-118.29176,
7,0,37.55736,-122.29965,
0,141,33.75484,-117.11446,
7,0,34.5019,-118.11894,
7,0,35.35594,-120.54227,
7,0,39.13906,-120.92406,
7,0,39.13906,-120.92406,
7,0,34.80101,-116.52362,
7,0,36.74372,-119.74554,
0,46,34.19762,-118.15895,
0,3570,34.13587,-117.22621,
8,76,37.89683,-122.5604,
7,0,36.69524,-121.33519,
7,0,35.09978,-118.29212,
7,0,34.01902,-118.03864,
7,0,32.72992,-115.41355,
0,33,37.99344,-121.79267,
0,43,38.05374,-121.25885,
7,0,33.1235,-117.10338,
0,87,37.70279,-121.759,
7,0,34.20127,-118.43134,
7,0,33.60632,-114.53851,
0,745,33.88016,-118.30913,
7,0,33.83866,-117.11834,
7,0,34.06314,-118.41603,
7,0,34.68643,-117.21281,
7,0,34.68643,-117.21281,
7,0,34.68643,-117.21281,
0,318,35.17864,-119.00542,
7,0,33.92857,-118.28028,
7,0,34.61584,-118.15301,
7,0,34.61584,-118.15301,
7,0,38.38059,-122.51507,
7,0,39.02023,-121.00273,
0,455,36.28852,-121.84444,
0,161,34.04125,-118.06708,
7,0,34.54238,-117.3996,
7,0,34.54238,-117.3996,
7,0,34.54238,-117.3996,
7,0,34.54238,-117.3996,
7,0,34.54238,-117.3996,
0,60,38.77682,-121.26432,
0,970,38.77682,-121.26432,
7,0,38.77682,-121.26432,
7,0,33.99156,-118.12628,
7,0,39.48522,-121.22139,
7,0,39.18976,-121.64328,
7,0,39.18976,-121.64328,
7,0,37.50744,-120.01466,
0,108,33.03778,-115.68868,
0,1463,34.096,-116.95202,
7,0,38.28288,-122.6236,
7,0,38.63956,-121.41138,
7,0,34.20356,-116.44282,
7,0,39.73979,-122.20566,
0,8187,39.73979,-122.20566,
7,0,36.55706,-121.69733,
0,86,35.33599,-118.57592,
7,0,38.422,-121.4811,
0,134,33.20871,-117.33363,
7,0,37.76399,-122.19723,
7,0,34.05814,-117.16979,
7,0,38.92358,-121.02406,
0,40,36.25385,-119.35576,
7,0,38.51142,-121.13645,
0,13911,40.5505,-122.38719,
7,0,37.49272,-121.08756,
0,1382,37.61377,-120.89049,
0,15417,38.97092,-123.11671,
0,43,33.88877,-118.19186,
7,0,33.81316,-117.51038,
7,0,38.19374,-122.44442,
0,32,37.96363,-122.3489,
0,39,33.94548,-117.13909,
0,120,34.18796,-118.32357,
0,75,34.19432,-118.33011,
7,0,33.7433,-115.36529,
0,12075,37.37902,-122.2246,
0,557,37.45763,-122.13583,
7,0,34.74484,-117.17395,
7,0,39.03072,-121.54485,
0,93,37.68681,-122.46419,
7,0,34.53082,-118.08979,
0,104,35.00668,-117.70407,
7,0,36.59809,-119.74998,
0,6245,33.14224,-117.08137,
7,0,34.10251,-118.31714,
0,180,38.57416,-121.47955,
7,0,38.49609,-121.39052,
0,576,38.60573,-121.33275,
0,42,34.07741,-117.25983,
0,179,34.13838,-118.25492,
0,49,35.71076,-120.69413,
7,0,38.95646,-123.64342,
0,30,33.98918,-118.28253,
7,0,32.70616,-116.36486,
7,0,32.64237,-116.17526,
7,0,32.64237,-116.17526,
0,25,34.26926,-118.44327,
7,0,37.32978,-119.62673,
7,0,34.57222,-117.36782,
0,1653,38.62498,-121.48713,
0,1140,34.03465,-118.2505,
7,0,33.77418,-118.10186,
7,0,32.78836,-117.11384,
0,110,37.51507,-121.98349,
7,0,34.0846,-117.4183,
7,0,33.7146,-117.98056,
7,0,33.94979,-118.28001,
7,0,33.94979,-118.28001,
7,0,34.52344,-118.09619,
7,0,39.07188,-121.43607,
7,0,37.29441,-121.9316,
0,4546,34.0054,-118.2809,
7,0,32.718,-117.08596,
7,0,39.61885,-120.52101,
0,1881,34.4447,-119.8014,
7,0,33.43683,-117.24702,
7,0,36.75765,-119.80859,
